num,n,m,solved,opt,upper,dels,adds,low_star,low_p3,time,branches,dist4+,n-clean,after all reds,forbs all reds,time all reds,spend all reds,lower after all reds,after force p3,forbs force p3,time force p3,spend force p3,lower after force p3,after force star,forbs force star,time force star,spend force star,lower after force star,after twin simple,forbs twin simple,time twin simple,spend twin simple,lower after twin simple,after twin complex,forbs twin complex,time twin complex,spend twin complex,lower after twin complex,after icx,forbs icx,time icx,spend icx,lower after icx,after heavy edge (b),forbs heavy edge (b),time heavy edge (b),spend heavy edge (b),lower after heavy edge (b),after heavy edge (s),forbs heavy edge (s),time heavy edge (s),spend heavy edge (s),lower after heavy edge (s),after heavy non-edge,forbs heavy non-edge,time heavy non-edge,spend heavy non-edge,lower after heavy non-edge,after forced single merge,forbs forced single merge,time forced single merge,spend forced single merge,lower after forced single merge
189,347,31752,1,8563,8563,4743,3820,8561,8555,7518,0,1971,347,0,0,1581,8563,8563,38,421,1698,8463,8562,14,72,52656,8520,8562,334,1746,147,0,8561,326,1381,448,13,8561,347,1971,339,0,8561,347,1971,185,0,8561,347,1971,195,0,8561,347,2218,171,0,8561,286,1856,3630158,1703,8561
190,400,28650,1,13915,13915,11825,2090,13889,13501,241905,0,63,400,0,0,240872,13915,13915,400,63,9840,0,13889,26,175,226414,13726,13907,400,63,159,0,13889,400,63,208,0,13889,400,63,407,0,13889,400,63,200,0,13889,400,63,239,0,13889,400,63,194,0,13889,384,63,3621855,1021,13886
191,400,31201,0,1000000000,18427,0,48599,18288,15597,3864672,0,147,400,400,147,2912032,0,18288,400,147,3459,0,18288,400,147,243882,0,18288,400,147,173,0,18288,400,147,230,0,18288,400,147,438,0,18288,400,147,222,0,18288,400,147,252,0,18288,400,147,206,0,18288,400,147,2667702,0,18288
192,400,32613,1,7249,7249,6702,547,7249,7242,2014,0,136,400,0,0,1521,7249,7249,4,3,1631,7131,7249,0,0,38942,7249,7249,398,134,121,0,7249,395,134,251,4,7249,400,136,296,0,7249,400,136,143,0,7249,400,136,192,0,7249,400,136,144,0,7249,0,0,2530649,7249,7249
193,400,42153,1,20429,20429,13799,6630,20402,20327,348963,0,0,400,0,0,345449,20429,20429,400,0,13491,0,20402,3,0,307100,20428,20429,400,0,197,0,20402,400,0,277,0,20402,400,0,492,0,20402,400,0,268,0,20402,400,0,275,0,20402,400,0,222,0,20402,386,0,3837609,751,20403
194,400,70027,1,8908,8908,1528,7380,8908,8907,3075,0,0,400,0,0,2218,8908,8908,0,0,2334,8908,8908,0,0,95235,8908,8908,400,0,139,0,8908,400,0,230,0,8908,400,0,339,0,8908,400,0,207,0,8908,400,0,215,0,8908,400,0,142,0,8908,335,0,3615807,728,8907
195,620,3992,0,1000000000,2529,0,187898,2450,1984,3602132,2427,143176,560,544,134674,156801,10,2454,560,143176,391,0,2450,560,143176,6451,0,2450,560,143176,27,0,2450,544,134444,83,10,2454,560,143176,318,0,2450,550,137683,48,5,2457,550,137683,743,5,2457,560,143399,43,0,2450,560,143176,72663,0,2450
196,620,14834,1,5375,5375,3091,2284,5361,5341,147614,53,148722,619,127,6210,86225,4945,5362,544,117409,14403,1305,5359,321,43887,25251,3826,5348,619,148722,261,0,5361,616,146994,331,2,5358,619,148722,718,0,5361,617,147531,276,1,5357,617,147531,612,1,5357,619,148807,317,0,5361,447,77143,3605117,2292,5352
197,620,35188,0,1000000000,15831,0,156702,15782,14675,3671689,0,42635,620,359,20368,2399197,5922,15770,620,42635,15610,0,15782,384,28352,1218450,5507,15773,620,42635,368,0,15782,550,27390,1772,507,15780,620,42635,998,0,15782,620,42635,417,0,15782,620,42635,693,0,15782,620,42635,487,0,15782,617,42361,5730277,50,15780
198,620,91572,0,1000000000,46764,0,100318,46717,45356,14807650,0,172,620,446,15595,4514216,13764,46561,620,172,116806,0,46717,446,15595,4103197,13764,46561,620,172,616,0,46717,620,172,859,0,46717,620,172,1560,0,46717,620,172,807,0,46717,620,172,906,0,46717,620,172,716,0,46717,617,172,3698896,88,46715
199,620,163863,1,27073,27073,1371,25702,27072,27073,8809,0,0,620,0,0,4935,27073,27073,0,0,5421,27073,27073,0,0,299440,27073,27073,608,0,520,0,27073,0,0,15995,27073,27073,620,0,1224,0,27072,620,0,722,0,27072,620,0,772,0,27072,620,0,508,0,27072,590,0,3625953,63,27073
200,620,190499,1,1391,1391,0,1391,1391,1391,3390,0,0,620,0,0,1758,1391,1391,0,0,2026,1391,1391,0,0,224955,1391,1391,241,0,659,0,1391,0,0,27721,1391,1391,620,0,730,0,1391,620,0,423,0,1391,620,0,550,0,1391,620,0,260,0,1391,252,0,3601279,140,1391
